Y_precipitation_t1,Y_T2MMEAN_t1,Y_RelHumSurf_t1,Y_CloudFrc_t1,Y_Psurf_f_tavg_t1,Y_precipitation_t2,Y_T2MMEAN_t2,Y_RelHumSurf_t2,Y_CloudFrc_t2,Y_Psurf_f_tavg_t2,Y_precipitation_t3,Y_T2MMEAN_t3,Y_RelHumSurf_t3,Y_CloudFrc_t3,Y_Psurf_f_tavg_t3,Y_precipitation_t4,Y_T2MMEAN_t4,Y_RelHumSurf_t4,Y_CloudFrc_t4,Y_Psurf_f_tavg_t4,Y_precipitation_t5,Y_T2MMEAN_t5,Y_RelHumSurf_t5,Y_CloudFrc_t5,Y_Psurf_f_tavg_t5,Y_precipitation_t6,Y_T2MMEAN_t6,Y_RelHumSurf_t6,Y_CloudFrc_t6,Y_Psurf_f_tavg_t6,Y_precipitation_t7,Y_T2MMEAN_t7,Y_RelHumSurf_t7,Y_CloudFrc_t7,Y_Psurf_f_tavg_t7,Y_precipitation_t8,Y_T2MMEAN_t8,Y_RelHumSurf_t8,Y_CloudFrc_t8,Y_Psurf_f_tavg_t8,Y_precipitation_t9,Y_T2MMEAN_t9,Y_RelHumSurf_t9,Y_CloudFrc_t9,Y_Psurf_f_tavg_t9,Y_precipitation_t10,Y_T2MMEAN_t10,Y_RelHumSurf_t10,Y_CloudFrc_t10,Y_Psurf_f_tavg_t10,date
0.31348982,254.2319,82.43196,0.37823543,95243.266,0.20383783,254.91678,78.934456,0.28637472,94773.36,0.23076925,258.59705,81.74208,0.25813797,94422.41,0.2086522,263.4155,79.82856,0.3153287,93715.49,1.0785753,267.38422,75.19745,0.42082763,93604.11,0.8988568,265.66885,78.266174,0.56650376,94789.734,0.1354053,265.24747,81.33066,0.2390153,93776.016,0.31615242,266.58044,73.30537,0.53460455,93979.99,0.34897578,264.75107,76.31887,0.73687375,94402.52,0.25233915,261.81342,75.127106,0.6895106,94870.68,2002-12-28
0.20383783,254.91678,78.934456,0.28637472,94773.36,0.23076925,258.59705,81.74208,0.25813797,94422.41,0.2086522,263.4155,79.82856,0.3153287,93715.49,1.0785753,267.38422,75.19745,0.42082763,93604.11,0.8988568,265.66885,78.266174,0.56650376,94789.734,0.1354053,265.24747,81.33066,0.2390153,93776.016,0.31615242,266.58044,73.30537,0.53460455,93979.99,0.34897578,264.75107,76.31887,0.73687375,94402.52,0.25233915,261.81342,75.127106,0.6895106,94870.68,0.15880495,259.56317,76.42591,0.6019059,94618.57,2002-12-29
0.23076925,258.59705,81.74208,0.25813797,94422.41,0.2086522,263.4155,79.82856,0.3153287,93715.49,1.0785753,267.38422,75.19745,0.42082763,93604.11,0.8988568,265.66885,78.266174,0.56650376,94789.734,0.1354053,265.24747,81.33066,0.2390153,93776.016,0.31615242,266.58044,73.30537,0.53460455,93979.99,0.34897578,264.75107,76.31887,0.73687375,94402.52,0.25233915,261.81342,75.127106,0.6895106,94870.68,0.15880495,259.56317,76.42591,0.6019059,94618.57,0.11680196,261.57352,74.14135,0.7397532,94842.055,2002-12-30
0.2086522,263.4155,79.82856,0.3153287,93715.49,1.0785753,267.38422,75.19745,0.42082763,93604.11,0.8988568,265.66885,78.266174,0.56650376,94789.734,0.1354053,265.24747,81.33066,0.2390153,93776.016,0.31615242,266.58044,73.30537,0.53460455,93979.99,0.34897578,264.75107,76.31887,0.73687375,94402.52,0.25233915,261.81342,75.127106,0.6895106,94870.68,0.15880495,259.56317,76.42591,0.6019059,94618.57,0.11680196,261.57352,74.14135,0.7397532,94842.055,0.033339214,254.74483,77.40292,0.22059336,95332.31,2002-12-31
1.0785753,267.38422,75.19745,0.42082763,93604.11,0.8988568,265.66885,78.266174,0.56650376,94789.734,0.1354053,265.24747,81.33066,0.2390153,93776.016,0.31615242,266.58044,73.30537,0.53460455,93979.99,0.34897578,264.75107,76.31887,0.73687375,94402.52,0.25233915,261.81342,75.127106,0.6895106,94870.68,0.15880495,259.56317,76.42591,0.6019059,94618.57,0.11680196,261.57352,74.14135,0.7397532,94842.055,0.033339214,254.74483,77.40292,0.22059336,95332.31,0.12339677,261.87012,77.06976,0.3408744,94263.914,2003-01-01
0.8988568,265.66885,78.266174,0.56650376,94789.734,0.1354053,265.24747,81.33066,0.2390153,93776.016,0.31615242,266.58044,73.30537,0.53460455,93979.99,0.34897578,264.75107,76.31887,0.73687375,94402.52,0.25233915,261.81342,75.127106,0.6895106,94870.68,0.15880495,259.56317,76.42591,0.6019059,94618.57,0.11680196,261.57352,74.14135,0.7397532,94842.055,0.033339214,254.74483,77.40292,0.22059336,95332.31,0.12339677,261.87012,77.06976,0.3408744,94263.914,0.053499293,265.33127,75.41496,0.2903101,94306.21,2003-01-02
0.1354053,265.24747,81.33066,0.2390153,93776.016,0.31615242,266.58044,73.30537,0.53460455,93979.99,0.34897578,264.75107,76.31887,0.73687375,94402.52,0.25233915,261.81342,75.127106,0.6895106,94870.68,0.15880495,259.56317,76.42591,0.6019059,94618.57,0.11680196,261.57352,74.14135,0.7397532,94842.055,0.033339214,254.74483,77.40292,0.22059336,95332.31,0.12339677,261.87012,77.06976,0.3408744,94263.914,0.053499293,265.33127,75.41496,0.2903101,94306.21,0.12317601,264.6843,75.35513,0.23624662,94725.48,2003-01-03
0.31615242,266.58044,73.30537,0.53460455,93979.99,0.34897578,264.75107,76.31887,0.73687375,94402.52,0.25233915,261.81342,75.127106,0.6895106,94870.68,0.15880495,259.56317,76.42591,0.6019059,94618.57,0.11680196,261.57352,74.14135,0.7397532,94842.055,0.033339214,254.74483,77.40292,0.22059336,95332.31,0.12339677,261.87012,77.06976,0.3408744,94263.914,0.053499293,265.33127,75.41496,0.2903101,94306.21,0.12317601,264.6843,75.35513,0.23624662,94725.48,0.09406217,266.9584,79.20288,0.37609336,94345.4,2003-01-04
0.34897578,264.75107,76.31887,0.73687375,94402.52,0.25233915,261.81342,75.127106,0.6895106,94870.68,0.15880495,259.56317,76.42591,0.6019059,94618.57,0.11680196,261.57352,74.14135,0.7397532,94842.055,0.033339214,254.74483,77.40292,0.22059336,95332.31,0.12339677,261.87012,77.06976,0.3408744,94263.914,0.053499293,265.33127,75.41496,0.2903101,94306.21,0.12317601,264.6843,75.35513,0.23624662,94725.48,0.09406217,266.9584,79.20288,0.37609336,94345.4,0.1797026,270.066,74.799324,0.43759763,93694.22,2003-01-05
0.25233915,261.81342,75.127106,0.6895106,94870.68,0.15880495,259.56317,76.42591,0.6019059,94618.57,0.11680196,261.57352,74.14135,0.7397532,94842.055,0.033339214,254.74483,77.40292,0.22059336,95332.31,0.12339677,261.87012,77.06976,0.3408744,94263.914,0.053499293,265.33127,75.41496,0.2903101,94306.21,0.12317601,264.6843,75.35513,0.23624662,94725.48,0.09406217,266.9584,79.20288,0.37609336,94345.4,0.1797026,270.066,74.799324,0.43759763,93694.22,0.43606457,271.29138,69.74715,0.5708981,94210.42,2003-01-06
0.15880495,259.56317,76.42591,0.6019059,94618.57,0.11680196,261.57352,74.14135,0.7397532,94842.055,0.033339214,254.74483,77.40292,0.22059336,95332.31,0.12339677,261.87012,77.06976,0.3408744,94263.914,0.053499293,265.33127,75.41496,0.2903101,94306.21,0.12317601,264.6843,75.35513,0.23624662,94725.48,0.09406217,266.9584,79.20288,0.37609336,94345.4,0.1797026,270.066,74.799324,0.43759763,93694.22,0.43606457,271.29138,69.74715,0.5708981,94210.42,0.8870475,271.2265,67.765,0.54520965,94508.33,2003-01-07
0.11680196,261.57352,74.14135,0.7397532,94842.055,0.033339214,254.74483,77.40292,0.22059336,95332.31,0.12339677,261.87012,77.06976,0.3408744,94263.914,0.053499293,265.33127,75.41496,0.2903101,94306.21,0.12317601,264.6843,75.35513,0.23624662,94725.48,0.09406217,266.9584,79.20288,0.37609336,94345.4,0.1797026,270.066,74.799324,0.43759763,93694.22,0.43606457,271.29138,69.74715,0.5708981,94210.42,0.8870475,271.2265,67.765,0.54520965,94508.33,0.18852296,270.9081,66.50105,0.19181411,94538.76,2003-01-08
0.033339214,254.74483,77.40292,0.22059336,95332.31,0.12339677,261.87012,77.06976,0.3408744,94263.914,0.053499293,265.33127,75.41496,0.2903101,94306.21,0.12317601,264.6843,75.35513,0.23624662,94725.48,0.09406217,266.9584,79.20288,0.37609336,94345.4,0.1797026,270.066,74.799324,0.43759763,93694.22,0.43606457,271.29138,69.74715,0.5708981,94210.42,0.8870475,271.2265,67.765,0.54520965,94508.33,0.18852296,270.9081,66.50105,0.19181411,94538.76,0.047126107,270.39944,71.73701,0.21124315,94353.164,2003-01-09
0.12339677,261.87012,77.06976,0.3408744,94263.914,0.053499293,265.33127,75.41496,0.2903101,94306.21,0.12317601,264.6843,75.35513,0.23624662,94725.48,0.09406217,266.9584,79.20288,0.37609336,94345.4,0.1797026,270.066,74.799324,0.43759763,93694.22,0.43606457,271.29138,69.74715,0.5708981,94210.42,0.8870475,271.2265,67.765,0.54520965,94508.33,0.18852296,270.9081,66.50105,0.19181411,94538.76,0.047126107,270.39944,71.73701,0.21124315,94353.164,0.3249133,271.29285,,,94077.516,2003-01-10
0.053499293,265.33127,75.41496,0.2903101,94306.21,0.12317601,264.6843,75.35513,0.23624662,94725.48,0.09406217,266.9584,79.20288,0.37609336,94345.4,0.1797026,270.066,74.799324,0.43759763,93694.22,0.43606457,271.29138,69.74715,0.5708981,94210.42,0.8870475,271.2265,67.765,0.54520965,94508.33,0.18852296,270.9081,66.50105,0.19181411,94538.76,0.047126107,270.39944,71.73701,0.21124315,94353.164,0.3249133,271.29285,,,94077.516,0.87134236,268.23245,69.33603,0.61683655,94877.0,2003-01-11
0.12317601,264.6843,75.35513,0.23624662,94725.48,0.09406217,266.9584,79.20288,0.37609336,94345.4,0.1797026,270.066,74.799324,0.43759763,93694.22,0.43606457,271.29138,69.74715,0.5708981,94210.42,0.8870475,271.2265,67.765,0.54520965,94508.33,0.18852296,270.9081,66.50105,0.19181411,94538.76,0.047126107,270.39944,71.73701,0.21124315,94353.164,0.3249133,271.29285,,,94077.516,0.87134236,268.23245,69.33603,0.61683655,94877.0,0.13219287,267.09482,77.34164,0.4112041,94540.695,2003-01-12
0.09406217,266.9584,79.20288,0.37609336,94345.4,0.1797026,270.066,74.799324,0.43759763,93694.22,0.43606457,271.29138,69.74715,0.5708981,94210.42,0.8870475,271.2265,67.765,0.54520965,94508.33,0.18852296,270.9081,66.50105,0.19181411,94538.76,0.047126107,270.39944,71.73701,0.21124315,94353.164,0.3249133,271.29285,,,94077.516,0.87134236,268.23245,69.33603,0.61683655,94877.0,0.13219287,267.09482,77.34164,0.4112041,94540.695,1.8193915,271.64297,68.813385,0.9082874,93801.21,2003-01-13
0.1797026,270.066,74.799324,0.43759763,93694.22,0.43606457,271.29138,69.74715,0.5708981,94210.42,0.8870475,271.2265,67.765,0.54520965,94508.33,0.18852296,270.9081,66.50105,0.19181411,94538.76,0.047126107,270.39944,71.73701,0.21124315,94353.164,0.3249133,271.29285,,,94077.516,0.87134236,268.23245,69.33603,0.61683655,94877.0,0.13219287,267.09482,77.34164,0.4112041,94540.695,1.8193915,271.64297,68.813385,0.9082874,93801.21,1.9007586,270.3144,76.81169,0.783764,93771.305,2003-01-14
0.43606457,271.29138,69.74715,0.5708981,94210.42,0.8870475,271.2265,67.765,0.54520965,94508.33,0.18852296,270.9081,66.50105,0.19181411,94538.76,0.047126107,270.39944,71.73701,0.21124315,94353.164,0.3249133,271.29285,,,94077.516,0.87134236,268.23245,69.33603,0.61683655,94877.0,0.13219287,267.09482,77.34164,0.4112041,94540.695,1.8193915,271.64297,68.813385,0.9082874,93801.21,1.9007586,270.3144,76.81169,0.783764,93771.305,2.4646788,270.6705,69.84146,0.8531053,93812.61,2003-01-15
0.8870475,271.2265,67.765,0.54520965,94508.33,0.18852296,270.9081,66.50105,0.19181411,94538.76,0.047126107,270.39944,71.73701,0.21124315,94353.164,0.3249133,271.29285,,,94077.516,0.87134236,268.23245,69.33603,0.61683655,94877.0,0.13219287,267.09482,77.34164,0.4112041,94540.695,1.8193915,271.64297,68.813385,0.9082874,93801.21,1.9007586,270.3144,76.81169,0.783764,93771.305,2.4646788,270.6705,69.84146,0.8531053,93812.61,1.2899921,267.53207,74.36733,0.6087878,94239.03,2003-01-16
0.18852296,270.9081,66.50105,0.19181411,94538.76,0.047126107,270.39944,71.73701,0.21124315,94353.164,0.3249133,271.29285,,,94077.516,0.87134236,268.23245,69.33603,0.61683655,94877.0,0.13219287,267.09482,77.34164,0.4112041,94540.695,1.8193915,271.64297,68.813385,0.9082874,93801.21,1.9007586,270.3144,76.81169,0.783764,93771.305,2.4646788,270.6705,69.84146,0.8531053,93812.61,1.2899921,267.53207,74.36733,0.6087878,94239.03,2.1800933,270.20523,64.47072,0.80065393,94465.086,2003-01-17
0.047126107,270.39944,71.73701,0.21124315,94353.164,0.3249133,271.29285,,,94077.516,0.87134236,268.23245,69.33603,0.61683655,94877.0,0.13219287,267.09482,77.34164,0.4112041,94540.695,1.8193915,271.64297,68.813385,0.9082874,93801.21,1.9007586,270.3144,76.81169,0.783764,93771.305,2.4646788,270.6705,69.84146,0.8531053,93812.61,1.2899921,267.53207,74.36733,0.6087878,94239.03,2.1800933,270.20523,64.47072,0.80065393,94465.086,0.88773763,269.8993,67.19564,0.50678253,94428.33,2003-01-18
0.3249133,271.29285,,,94077.516,0.87134236,268.23245,69.33603,0.61683655,94877.0,0.13219287,267.09482,77.34164,0.4112041,94540.695,1.8193915,271.64297,68.813385,0.9082874,93801.21,1.9007586,270.3144,76.81169,0.783764,93771.305,2.4646788,270.6705,69.84146,0.8531053,93812.61,1.2899921,267.53207,74.36733,0.6087878,94239.03,2.1800933,270.20523,64.47072,0.80065393,94465.086,0.88773763,269.8993,67.19564,0.50678253,94428.33,0.5695314,268.035,77.40453,0.8081141,94947.734,2003-01-19
0.87134236,268.23245,69.33603,0.61683655,94877.0,0.13219287,267.09482,77.34164,0.4112041,94540.695,1.8193915,271.64297,68.813385,0.9082874,93801.21,1.9007586,270.3144,76.81169,0.783764,93771.305,2.4646788,270.6705,69.84146,0.8531053,93812.61,1.2899921,267.53207,74.36733,0.6087878,94239.03,2.1800933,270.20523,64.47072,0.80065393,94465.086,0.88773763,269.8993,67.19564,0.50678253,94428.33,0.5695314,268.035,77.40453,0.8081141,94947.734,0.10629969,265.6053,79.39263,0.33606339,94574.266,2003-01-20
0.13219287,267.09482,77.34164,0.4112041,94540.695,1.8193915,271.64297,68.813385,0.9082874,93801.21,1.9007586,270.3144,76.81169,0.783764,93771.305,2.4646788,270.6705,69.84146,0.8531053,93812.61,1.2899921,267.53207,74.36733,0.6087878,94239.03,2.1800933,270.20523,64.47072,0.80065393,94465.086,0.88773763,269.8993,67.19564,0.50678253,94428.33,0.5695314,268.035,77.40453,0.8081141,94947.734,0.10629969,265.6053,79.39263,0.33606339,94574.266,0.8353087,266.9854,74.53173,0.5910675,94527.164,2003-01-21
1.8193915,271.64297,68.813385,0.9082874,93801.21,1.9007586,270.3144,76.81169,0.783764,93771.305,2.4646788,270.6705,69.84146,0.8531053,93812.61,1.2899921,267.53207,74.36733,0.6087878,94239.03,2.1800933,270.20523,64.47072,0.80065393,94465.086,0.88773763,269.8993,67.19564,0.50678253,94428.33,0.5695314,268.035,77.40453,0.8081141,94947.734,0.10629969,265.6053,79.39263,0.33606339,94574.266,0.8353087,266.9854,74.53173,0.5910675,94527.164,1.2512743,265.94827,71.248024,0.8524239,94785.61,2003-01-22
1.9007586,270.3144,76.81169,0.783764,93771.305,2.4646788,270.6705,69.84146,0.8531053,93812.61,1.2899921,267.53207,74.36733,0.6087878,94239.03,2.1800933,270.20523,64.47072,0.80065393,94465.086,0.88773763,269.8993,67.19564,0.50678253,94428.33,0.5695314,268.035,77.40453,0.8081141,94947.734,0.10629969,265.6053,79.39263,0.33606339,94574.266,0.8353087,266.9854,74.53173,0.5910675,94527.164,1.2512743,265.94827,71.248024,0.8524239,94785.61,0.41435987,258.6611,68.30309,0.8383051,95204.5,2003-01-23
2.4646788,270.6705,69.84146,0.8531053,93812.61,1.2899921,267.53207,74.36733,0.6087878,94239.03,2.1800933,270.20523,64.47072,0.80065393,94465.086,0.88773763,269.8993,67.19564,0.50678253,94428.33,0.5695314,268.035,77.40453,0.8081141,94947.734,0.10629969,265.6053,79.39263,0.33606339,94574.266,0.8353087,266.9854,74.53173,0.5910675,94527.164,1.2512743,265.94827,71.248024,0.8524239,94785.61,0.41435987,258.6611,68.30309,0.8383051,95204.5,0.3825475,252.5835,80.444244,0.34031683,95555.484,2003-01-24
1.2899921,267.53207,74.36733,0.6087878,94239.03,2.1800933,270.20523,64.47072,0.80065393,94465.086,0.88773763,269.8993,67.19564,0.50678253,94428.33,0.5695314,268.035,77.40453,0.8081141,94947.734,0.10629969,265.6053,79.39263,0.33606339,94574.266,0.8353087,266.9854,74.53173,0.5910675,94527.164,1.2512743,265.94827,71.248024,0.8524239,94785.61,0.41435987,258.6611,68.30309,0.8383051,95204.5,0.3825475,252.5835,80.444244,0.34031683,95555.484,0.09966065,255.95586,76.362656,0.23906505,95440.17,2003-01-25
2.1800933,270.20523,64.47072,0.80065393,94465.086,0.88773763,269.8993,67.19564,0.50678253,94428.33,0.5695314,268.035,77.40453,0.8081141,94947.734,0.10629969,265.6053,79.39263,0.33606339,94574.266,0.8353087,266.9854,74.53173,0.5910675,94527.164,1.2512743,265.94827,71.248024,0.8524239,94785.61,0.41435987,258.6611,68.30309,0.8383051,95204.5,0.3825475,252.5835,80.444244,0.34031683,95555.484,0.09966065,255.95586,76.362656,0.23906505,95440.17,0.0756834,260.06488,70.47671,0.14501992,94770.25,2003-01-26
0.88773763,269.8993,67.19564,0.50678253,94428.33,0.5695314,268.035,77.40453,0.8081141,94947.734,0.10629969,265.6053,79.39263,0.33606339,94574.266,0.8353087,266.9854,74.53173,0.5910675,94527.164,1.2512743,265.94827,71.248024,0.8524239,94785.61,0.41435987,258.6611,68.30309,0.8383051,95204.5,0.3825475,252.5835,80.444244,0.34031683,95555.484,0.09966065,255.95586,76.362656,0.23906505,95440.17,0.0756834,260.06488,70.47671,0.14501992,94770.25,0.15038687,262.15924,71.69306,0.30438295,94499.19,2003-01-27
0.5695314,268.035,77.40453,0.8081141,94947.734,0.10629969,265.6053,79.39263,0.33606339,94574.266,0.8353087,266.9854,74.53173,0.5910675,94527.164,1.2512743,265.94827,71.248024,0.8524239,94785.61,0.41435987,258.6611,68.30309,0.8383051,95204.5,0.3825475,252.5835,80.444244,0.34031683,95555.484,0.09966065,255.95586,76.362656,0.23906505,95440.17,0.0756834,260.06488,70.47671,0.14501992,94770.25,0.15038687,262.15924,71.69306,0.30438295,94499.19,0.16236489,263.92276,72.689705,0.47107735,94163.82,2003-01-28
0.10629969,265.6053,79.39263,0.33606339,94574.266,0.8353087,266.9854,74.53173,0.5910675,94527.164,1.2512743,265.94827,71.248024,0.8524239,94785.61,0.41435987,258.6611,68.30309,0.8383051,95204.5,0.3825475,252.5835,80.444244,0.34031683,95555.484,0.09966065,255.95586,76.362656,0.23906505,95440.17,0.0756834,260.06488,70.47671,0.14501992,94770.25,0.15038687,262.15924,71.69306,0.30438295,94499.19,0.16236489,263.92276,72.689705,0.47107735,94163.82,0.3502576,268.31958,53.74561,0.74848133,93135.42,2003-01-29
0.8353087,266.9854,74.53173,0.5910675,94527.164,1.2512743,265.94827,71.248024,0.8524239,94785.61,0.41435987,258.6611,68.30309,0.8383051,95204.5,0.3825475,252.5835,80.444244,0.34031683,95555.484,0.09966065,255.95586,76.362656,0.23906505,95440.17,0.0756834,260.06488,70.47671,0.14501992,94770.25,0.15038687,262.15924,71.69306,0.30438295,94499.19,0.16236489,263.92276,72.689705,0.47107735,94163.82,0.3502576,268.31958,53.74561,0.74848133,93135.42,0.48048607,268.66846,70.10067,0.7644643,94093.98,2003-01-30
1.2512743,265.94827,71.248024,0.8524239,94785.61,0.41435987,258.6611,68.30309,0.8383051,95204.5,0.3825475,252.5835,80.444244,0.34031683,95555.484,0.09966065,255.95586,76.362656,0.23906505,95440.17,0.0756834,260.06488,70.47671,0.14501992,94770.25,0.15038687,262.15924,71.69306,0.30438295,94499.19,0.16236489,263.92276,72.689705,0.47107735,94163.82,0.3502576,268.31958,53.74561,0.74848133,93135.42,0.48048607,268.66846,70.10067,0.7644643,94093.98,0.01605899,264.3041,74.5867,0.2694804,95111.26,2003-01-31
0.41435987,258.6611,68.30309,0.8383051,95204.5,0.3825475,252.5835,80.444244,0.34031683,95555.484,0.09966065,255.95586,76.362656,0.23906505,95440.17,0.0756834,260.06488,70.47671,0.14501992,94770.25,0.15038687,262.15924,71.69306,0.30438295,94499.19,0.16236489,263.92276,72.689705,0.47107735,94163.82,0.3502576,268.31958,53.74561,0.74848133,93135.42,0.48048607,268.66846,70.10067,0.7644643,94093.98,0.01605899,264.3041,74.5867,0.2694804,95111.26,0.019537268,265.1246,67.75877,0.23393503,95078.414,2003-02-01
